Group ,ZL,ZW,ZFLL
0,0.859666009,0.293756149,0.62597168
0,-0.025567617,0.328217298,0.525135246
0,0.548204555,0.457121972,-0.044783567
0,0.888662242,0.3475901,-0.492004724
0,-0.035397764,0.886680551,0.639952901
0,-0.197888933,0.028680883,-1.084428676
0,0.317781675,0.254730057,0.604727253
0,-0.316707651,-0.311184618,-0.423021367
0,-0.639459509,-0.187681889,0.091355004
0,-0.22936275,-0.552788131,0.319265786
0,0.175226814,-0.027668536,0.463824662
0,0.35817741,-0.404044661,0.23508986
0,0.510177306,0.205366066,0.264367264
0,0.365391966,-0.656918058,-0.115698679
0,0.090250399,0.41697839,-0.738867973
0,-0.131911688,0.230140813,0.330234641
0,0.347301026,-0.314817577,-0.054955526
0,0.571170474,0.582393688,0.462897029
0,0.333533038,-0.352911684,-0.179481323
0,-0.680625467,-0.07638103,0.200764721
0,0.051176914,-0.030184004,-0.004640921
0,-0.90606427,0.385403718,0.225922023
0,-1.053603208,-0.241703576,-0.215170788
0,-0.166524214,0.103005126,0.25702757
0,-0.55340795,-0.426398925,-0.478307218
0,0.124753827,-0.218605064,-0.14371537
0,0.663637459,0.171741919,-0.471354851
0,0.02088734,0.557804445,0.704428829
0,-0.869468369,0.14063324,0.620252902
0,-0.348813685,-0.228757458,0.119781263
0,-0.521796126,-0.203516717,0.493074942
0,-0.449926574,0.869262241,0.336619578
0,-0.751695888,-0.207801173,0.938648058
0,0.431645224,0.196516666,-0.263580761
0,0.55544802,-0.898802059,-0.048570589
0,0.893152109,-0.27113602,-0.277305391
0,-0.927955045,-0.519724961,1.171039145
0,0.977743413,0.589564621,-0.103469112
0,-1.150117132,-0.085881926,0.627565472
0,-0.191168586,0.427967785,-0.634866195
0,1.786922541,0.288910716,-0.545385943
0,0.386403419,-0.130961462,0.357656778
0,0.568830896,0.280341805,0.388762324
0,0.112308089,-0.139530373,0.474766393
0,0.251586233,-0.741955672,-0.66908772
0,0.377619508,0.71418484,0.920339509
0,0.514144055,0.593383084,0.261584364
0,0.637946851,-0.100318776,-0.779064867
0,-0.350245033,-0.195879792,-0.28188931
0,0.54129492,-0.489548268,0.208513984
0,0.167132936,0.265904956,0.108785284
0,-0.219750799,-0.829413769,0.151787319
0,1.216703099,-0.530343348,0.310070825
0,-1.091877561,0.298131125,-0.241179234
0,0.233495293,-0.00736598,-0.922259418
0,-0.253978214,-0.637174248,1.021432534
0,-0.97410508,0.625143259,0.01271287
0,-0.64964586,-0.503985117,0.444561356
0,-0.621448759,-0.259680632,0.172824519
0,0.644776295,-0.088397395,-0.356924523
0,-0.598758853,-0.403022156,0.475666902
0,0.149041996,-0.030930486,1.063970752
0,0.293304218,-1.758199706,0.104201366
0,-0.390364754,-1.057512418,1.079523525
0,0.656451811,0.398628093,0.579051886
0,-0.3803966,-0.057754709,0.923068161
0,0.034684237,-1.200853942,-0.552725637
0,-0.912065675,-0.354124158,0.508600591
0,-1.092785791,0.127499385,1.247411561
0,-0.12833005,0.974229169,-0.50789546
0,-0.680458552,-0.059338192,0.295418561
0,-1.539340445,-0.168870064,0.359921613
0,-0.386426913,-0.460955058,-0.091599748
0,-1.237571131,-1.026869733,0.316919579
0,-0.195738643,0.349264102,0.711714274
0,1.649696774,-0.508735566,-1.120172389
0,-0.234427017,-0.417459005,-0.449340653
0,1.356780375,0.739611085,-1.198400071
0,-1.276782623,0.217192462,-0.820806189
0,-1.390617264,0.103376134,-0.482738158
0,-1.563599705,0.292914683,0.428080949
0,1.577896226,-0.053936246,-1.623116088
0,0.631146314,-0.85018455,0.758372593
0,0.367542256,0.631196702,-0.056837916
0,-0.950616042,-0.128540978,0.058443556
0,-1.253431592,1.136477502,0.492120184
0,-0.428253996,0.650569504,-0.639657339
0,0.386432328,-0.430778365,-0.710108635
0,-1.130151915,0.463731927,1.396991048
0,-0.162942577,-0.394267741,-1.312137115
0,0.574367,-0.124722515,-1.167578239
0,-0.568578377,-0.804453518,0.430449397
0,-0.881362081,0.264040984,-0.389885336
0,0.341190522,-0.502682123,0.556159419
0,-0.198216228,-0.835562196,0.05568778
0,-0.936048923,-0.007087724,-0.603067366
0,1.738432929,-0.146144793,0.737772085
0,-1.17145588,-1.074464736,0.503089039
0,-1.228896318,0.669476313,-0.497854239
0,1.597585429,1.030298099,1.237779908
0,0.994046802,0.738213106,0.76475753
0,-0.267194175,0.172298431,-1.041327912
0,-1.350468634,-0.503148116,-0.030780105
0,0.547492148,0.350567096,1.296334715
0,-0.798863251,-0.726496317,0.113778771
0,0.088215743,-0.263128086,0.723583638
0,-0.221814363,0.743615051,0.467399575
0,-0.057092715,-0.775860308,0.99897676
0,-1.177348186,0.226598375,1.274369881
0,-0.342725554,0.177234384,0.482488531
0,0.11878133,0.622347302,-0.584785941
0,-0.469281947,-0.363439551,0.189250677
0,-0.28685447,0.814586824,0.736380635
0,0.89700976,0.266927461,-0.467676326
0,-0.02377353,0.193906213,0.994392841
0,-0.323312364,0.116600509,0.51542222
0,0.404029058,-0.723143847,-0.32311745
0,1.61609039,0.251373122,-1.153880733
0,0.842322919,0.068820001,-0.831365475
0,-0.364754336,0.105330625,0.41569352
0,-0.743900396,-0.497094674,0.759709795
0,0.684815827,0.331379799,-0.178558574
0,-1.283307146,-0.674804594,1.4417941
0,-0.981537833,-1.432400046,-0.14928117
0,0.230000381,0.384562252,-0.52669495
0,-0.172358704,-0.601224601,0.354846754
0,-0.869795664,-0.577567343,0.100490833
0,-0.080552844,-0.997439521,0.874527451
0,-0.909007156,1.396707335,1.327876954
0,1.079575244,0.794282036,-1.058735952
0,-1.566709506,-0.301036689,0.639844404
0,-0.145730958,0.910799337,0.04559231
0,-0.432024922,-1.079029681,-1.115462617
0,1.050855024,0.023274473,-0.355150629
0,0.18148186,0.778727697,0.405161358
0,-1.311889359,0.377110831,-1.95995053
0,-0.104812105,-0.426122901,-0.691390518
0,1.378067842,0.694436565,-1.393147698
0,-0.579563859,-0.090541855,0.907461139
0,0.334596996,-0.868534847,0.420714131
0,-0.301530688,0.478073792,0.049248595
0,-0.850905592,0.80666941,0.565273007
0,0.921021916,0.678882225,-0.724788023
0,-1.369329798,0.094712239,0.070749612
0,0.105812474,0.010421106,1.390088046
0,0.21413992,-1.103152931,-0.437498413
0,0.19866457,-1.322216676,-0.738512654
0,0.381615166,0.090427783,-0.107206769
0,0.610991809,0.736349134,-0.679957846
0,-0.19372636,0.645072574,0.610103184
0,-0.371692879,-1.472543628,0.137080806
0,0.530861464,-0.388494787,1.112402965
0,0.775713457,-0.837892161,1.356690541
0,0.398797876,0.618248351,0.211188387
0,-0.908869149,-0.34928319,0.211188387
0,-0.877918451,-0.842176616,0.985225005
0,1.448368039,-1.109020869,-0.684077948
0,1.445614441,1.325921067,-1.364334111
0,-1.223883333,0.869538265,0.463252349
0,-0.171559573,0.559197959,-1.149323939
0,0.230799512,0.467921399,1.043779812
0,0.478405103,0.066304533,-1.278330042
0,0.35184871,0.274098394,0.299020598
0,-0.994506689,0.091545273,-0.47501602
0,-0.355033286,0.390615695,-0.359734548
0,-1.059161685,0.153296637,0.220792916
0,0.288901076,0.516819396,-1.030386182
0,-0.817586408,0.644606581,0.560689089
0,-1.230436765,-0.315939531,-0.549587417
0,-0.521324289,-0.089890358,1.04926424
0,0.577425519,-0.674060345,-0.197794756
0,-1.03201082,-1.020911275,0.189223553
0,1.098080204,0.179654868,-1.300294876
0,-1.354762678,0.143144244,0.355283446
0,-0.057586925,0.405704041,0.126548644
0,0.001560875,1.051625393,-0.123687176
0,0.98922964,0.8760577,0.034596331
0,-0.945189037,-0.712154452,-0.137411806
0,-0.262043183,-1.300608894,1.275707083
0,-0.832400632,-0.592936178,-0.923344912
0,-0.03043606,0.965750778,-0.636055303
0,-0.587548639,-0.23909982,0.524999624
0,0.926282006,-0.396412201,1.113303475
0,-0.399613967,0.614615392,-0.018474049
0,0.742808292,-1.13090914,0.978349127
0,-0.893709908,-1.623802566,-0.204206817
0,0.647202598,0.318245943,1.24413772
0,-1.553050616,1.676124466,1.53142733
0,0.721825748,-0.003364246,-0.74768049
0,-1.292723274,-1.000420983,0.292144721
0,0.483665193,-0.570862404,-1.117317884
0,-1.022950896,-1.287104031,-0.49973663
0,-0.18229795,0.344604174,0.819601804
0,0.258749508,-0.896757048,0.303577392
0,0.557765224,-0.342112257,-1.043210303
0,-1.206424609,-1.510452231,1.085390397
0,0.090751144,-0.700233071,-0.411904419
0,-0.758162594,-0.978347208,-0.138339439
0,1.222682131,-0.55847503,0.54969311
0,0.871210053,1.094189459,-1.999323404
0,0.097442582,0.05363667,0.752806793
0,0.02780351,-0.621809877,0.107776278
0,-0.529309069,-1.370277673,-0.021229825
0,-1.530222704,0.936877079,0.997094369
0,1.680389182,1.067365236,-1.022173103
0,0.664000197,1.457712218,-0.390867218
0,0.635279978,0.522406846,-0.762332754
0,0.63252638,-0.967543317,1.288040263
0,1.385311306,-0.040806856,0.74456659
0,-0.178745221,0.986892567,-2.390925631
0,0.201516079,-1.634886946,-0.061039391
0,2.532855649,-0.787039672,-0.636082427
0,-0.516311304,0.913405325,-1.365288868
0,-0.713622009,-1.204210877,0.225786402
0,0.95830785,0.138113307,-1.033169082
0,-0.055327537,-0.519077929,-0.216130429
0,0.923488313,-0.738141674,-0.431140601
0,1.056144023,0.36416248,-1.261903884
0,-0.145949154,0.535445717,-1.748650892
0,0.256409931,-0.505107072,0.229442687
0,-1.364040799,0.015728067,0.81957468
0,-0.532240768,-1.371675651,-0.706997539
0,0.536150463,1.193754442,0.29165378
0,0.25156386,1.411234704,-0.852020232
0,-0.153548822,0.541965152,-0.177712313
0,0.81372952,-0.796540569,-0.058774556
0,1.279105242,0.908188884,-1.190552079
0,2.067301825,0.037335849,-1.229897829
0,-0.421998951,1.201391367,1.279772936
0,-1.427896663,-0.843203587,0.118718009
0,-1.274781527,-0.099020246,0.413784005
0,0.067181917,1.0720207,-1.626984483
0,-0.79943765,-1.739297362,-0.50893159
0,0.528757805,-0.113457096,0.02630188
0,0.498922346,1.335697987,0.808114884
0,1.481083916,0.845505534,0.272417597
0,-1.265790606,0.279590859,-1.060645467
0,-1.231494188,-1.561494689,-0.499790878
0,-0.153134802,-1.063199317,0.170396939
0,0.318340237,-0.987477096,-0.021284073
0,-0.731753044,-0.334570317,1.456337867
0,-2.0177764,0.732340703,1.203810089
0,-0.513252784,1.094279979,1.582588195
0,1.986016146,0.382322807,-0.825525728
0,0.540778337,-1.937685311,-0.722140744
0,-0.507084464,-0.467573943,0.900040073
0,1.793235403,1.481459996,-0.116455978
0,-0.575016176,0.680927236,-0.716656317
0,1.290947672,-0.541061184,0.3776036
0,-0.349962484,1.944362233,-1.254645562
0,-0.360453756,2.407730464,-0.623339678
0,2.543404738,1.362893219,-0.371275716
0,-0.253695665,-1.198718412,0.263686453
0,0.127680875,-1.732406918,-1.505345199
0,-0.961100779,0.508712014,-1.231780219
0,-1.317033816,-1.408095756,-0.715755807
0,0.574896653,-1.28617651,0.908253152
0,-1.228504672,-0.772326798,0.222048745
0,-1.042139354,1.148299434,1.920165284
0,0.079823479,0.381576326,0.759110357
0,1.092935747,0.183468866,-0.185106256
0,-1.027710241,-1.438552938,0.848770711
0,0.79130444,1.92424295,-1.280293805
0,0.228684666,-2.114465478,1.057368822
0,-0.47819733,-0.701821019,-0.461427011
0,1.635895226,1.286424516,-0.143031855
0,2.448351071,0.464935472,0.50199866
0,-2.063236402,0.102530203,0.976849181
0,-1.272878342,-1.150100903,-0.670952755
0,1.843766207,0.068720552,-0.268381673
0,0.876556869,-0.405917562,2.311740388
0,0.890985982,1.078164662,1.19734378
0,2.129013935,1.607568713,-1.640790486
0,0.616890651,-1.285339508,-0.835648322
0,2.713277379,0.634169234,-0.102785596
0,0.620828492,2.414620907,-2.092775664
0,0.965747138,0.014606113,0.475449908
0,-0.169983683,1.217873228,2.04090406
0,1.096241371,0.887135382,-1.972009764
0,0.417556477,0.271297972,-0.408383755
0,-0.676209255,-1.328184064,0.953956713
0,-0.619815052,0.93119018,1.09851559
0,1.814275765,0.41147253,0.441588586
0,-1.268072367,-1.261030754,0.556870059
0,-1.080137694,-0.115230548,-0.889646336
0,-0.038828325,1.774752999,-1.675579442
0,1.470018243,-0.890522566,-0.256512309
0,0.724447874,2.256376541,-0.87226542
0,2.405753765,-0.230630359,-0.254684166
0,0.896907197,-1.709310638,0.067831091
0,1.399856053,-2.622076242,-0.641702475
0,0.07396008,2.551162507,-2.67652272
0,2.085755504,0.488312241,-1.128449484
0,-0.898756453,0.995176524,0.951200938
0,0.429369999,-1.060688314,-1.900657959
0,-0.396853834,0.21560005,1.556885703
0,0.02321108,-0.902258443,0.733898807
0,-1.736517795,-1.732316398,-1.363596347
0,-0.248653771,-1.152430867,-1.563053745
0,-1.342419503,-1.236721999,-0.093208191
0,-0.744388071,0.219418513,-2.679278496
0,2.572320781,0.281169877,0.790161655
0,-1.141763079,-1.836446325,-2.219980748
0,-1.753562499,2.38323174,1.540225195
0,-1.32799039,0.740253652,2.469069137
0,-1.607069797,-1.593725323,1.309842352
0,3.107404579,1.176797659,-0.007667939
0,-1.827001405,1.811449127,-0.121121269
0,0.473318463,-0.821600269,1.184492534
0,-0.156186786,-0.741593593,1.342776041
0,-0.205366432,0.214668064,-0.176019792
0,1.187415015,-0.314735986,0.684020895
0,0.353976626,2.254978563,-0.633489396
0,0.624795241,1.908127633,-1.21401686
0,0.536927221,1.98813431,-1.679262851
0,1.774955175,0.053071228,-0.453704872
0,-0.933230973,-1.416481395,3.201468046
0,1.082502292,-0.281392328,-0.399270167
0,0.298243549,-1.49751281,0.74806013
0,-1.105029171,-0.77857021,-0.211709256
0,0.477917428,1.93290238,1.453473595
0,-1.178468078,-0.839204084,0.251244776
0,-0.376503506,3.804630615,0.839548626
0,-0.833549432,1.927034442,-1.308724948
0,-0.235518,0.334537835,-0.04611318
0,-1.244692428,0.508522045,1.210550345
0,0.960544864,0.289458299,-0.746042217
0,2.719227502,-2.708697339,-0.278968083
0,-0.231580159,0.803308011,0.803859162
0,-0.484692945,-2.541698557,0.303387523
0,-0.407316198,-1.665443577,0.518397694
0,0.595304798,2.196113675,-1.729604579
0,0.247109436,1.082539638,2.785609026
0,-1.022392334,-0.630758726,1.798390379
0,0.437274588,0.92792823,-1.913509205
0,0.824158324,-1.591304839,-0.193427831
0,1.200550787,0.916658346,-0.250154496
0,-2.559959121,-1.365255665,-0.293156531
0,-0.357475427,-0.080398391,0.8971758
0,-0.621079485,0.634259753,3.092107694
0,-0.110916073,-2.028314839,0.040791398
0,-0.905666088,0.395357214,0.44336248
0,-1.292549824,-0.462642455,0.228352309
0,-0.374520131,0.219789521,-1.827968953
0,0.698263056,1.030008681,-0.831145777
0,-1.081402127,-0.412160974,-2.615730202
0,0.89891948,-0.518991874,1.578796289
0,-0.497138683,0.403460132,0.835865217
0,0.470070655,-1.111730772,1.050875389
0,-0.433529925,-0.492633643,-1.683873893
0,1.28646434,0.434102818,0.094762287
0,1.005154453,0.002960756,-0.865007099
0,-1.558769473,-2.271967827,-2.125790725
0,-0.264347317,0.352512658,3.566030581
0,-0.053199621,-1.002664892,-1.449654664
0,-1.699093854,-3.069799614,3.253119852
0,-0.703687414,-1.346814849,-1.23281635
0,2.426794126,0.415381513,0.604374639
0,-1.442043228,0.342360264,-0.728688426
0,0.935653387,1.159564853,-2.003196683
0,0.130412099,-1.24743537,-0.281287167
0,0.535001664,1.285768555,1.432845963
0,-0.45319022,-1.657621147,-1.411236548
0,-1.18105476,-0.486580201,0.2246689
0,-0.051877371,0.483652313,-0.848553816
0,2.181557022,1.330382097,-0.475260138
0,1.510086683,2.278074843,-1.360921943
0,-0.012527873,-0.51657139,1.55909629
0,-1.60924246,0.476200891,0.943343178
0,-2.365304102,1.786298906,1.066401037
0,-2.365304102,-0.586891665,0.378368488
0,-0.916128452,-2.581005139,1.76998636
0,-0.31809702,0.079985971,-0.62257479
0,-0.736454573,-1.030887094,-0.104722235
0,-1.40398707,0.276043956,2.052692051
0,-0.207263082,-0.933557091,1.244794111
0,-0.53709149,2.479720277,1.62540036
0,0.476335003,0.82651267,-0.288247122
0,-0.229224743,0.019645979,-0.302899386
0,-0.734099157,0.522130822,0.20758635
0,0.275707487,0.560505418,-0.368793887
0,-0.583312412,0.170624429,-0.176649059
0,-0.783795386,0.231063869,0.252253782
0,3.029912198,1.335512483,-1.068858546
0,1.496777462,-0.075268004,0.217573323
0,0.74540151,0.442861698,-1.79814636
0,-0.83225609,-0.138702301,1.650202342
0,-1.296545481,-0.021438519,-2.18426416
0,1.563865295,0.00538124,2.103934289
0,0.350671002,-0.064283074,1.067410043
0,0.747843651,0.220173924,-0.173920407
0,0.187868376,-1.028453215,0.011785237
0,-0.062657727,0.513190903,-0.462110526
0,0.176054854,0.851192433,0.213998411
0,0.414767435,0.093875237,-0.270947579
0,0.497490998,-0.037083378,-1.378140114
0,1.5112933,0.783193192,-1.562999497
0,0.591825724,0.598690045,-0.072417814
0,0.747930376,1.602637225,-1.528129169
0,-0.054637504,1.777177947,-0.660830161
0,-0.7286078,-2.568337276,-0.777174887
0,1.739543517,0.810107935,-1.022335848
0,1.02872368,3.616024051,-2.144045025
0,-3.098784936,-2.263959894,-0.544374232
1,0.704286834,2.13557925,1.030000933
1,-0.319265425,0.07021798,0.370426651
1,1.356976199,1.059262318,0.434411638
1,2.605116848,3.079168579,0.443389605
1,0.329717366,-0.404895057,0.101201472
1,-0.585870186,-0.652823571,-0.195939489
1,2.972224655,1.525236537,-0.646177897
1,0.406673558,0.387448729,0.922086279
1,1.086440132,1.593036879,-0.151326306
1,0.722210859,-0.249903711,0.087666711
1,2.442429856,2.01104955,-1.099117831
1,0.605375516,1.247217384,0.266059785
1,2.033401706,0.582669712,-0.593026144
1,1.621437205,-1.193967963,-2.003061062
1,0.224775734,-0.619393858,0.214681927
1,1.661223097,-0.78629319,0.230397445
1,1.717238723,0.122740007,-0.962853407
2,0.115954078,2.186893267,1.083836201
2,1.487855544,-1.518555149,0.069358162
2,1.020180339,-0.328792898,0.645225219
2,2.585456553,-1.517817597,0.243004573
2,2.465970175,-1.086110093,0.323686959
2,1.415709979,2.36107191,-0.335941571
2,0.699469672,0.703467004,-0.947219261
2,0.872619028,1.407226273,-0.473323499
2,2.441107606,2.751880421,0.277874901
2,0.931686638,2.341504675,2.170783548
2,1.833820426,0.585090196,-0.419216988
2,0.311648798,-0.591262176,0.620090157
